CZM,Cozumel International Airport,Mexico,Cozumel
DGO,General Guadalupe Victoria International Airport,Mexico,Durango
TPQ,Amado Nervo National Airport,Mexico,Tepic
ESE,Ensenada International Airport,Mexico,Ensenada
GDL,Don Miguel Hidalgo Y Costilla International Airport,Mexico,Guadalajara
GYM,General José María Yáñez International Airport,Mexico,Guaymas
TCN,Tehuacan Airport,Mexico,Tehuacan
HMO,General Ignacio P. Garcia International Airport,Mexico,Hermosillo
CLQ,Licenciado Miguel de la Madrid Airport,Mexico,Colima
ISJ,Isla Mujeres Airport,Mexico,Isla Mujeres
SLW,Plan De Guadalupe International Airport,Mexico,Saltillo
IZT,Ixtepec Airport,Mexico,Iztepec
LZC,Lázaro Cárdenas Airport,Mexico,Lazard Cardenas
LMM,Valle del Fuerte International Airport,Mexico,Los Mochis
BJX,Del Bajío International Airport,Mexico,Del Bajio
LAP,Manuel Márquez de León International Airport,Mexico,La Paz
LTO,Loreto International Airport,Mexico,Loreto
MAM,General Servando Canales International Airport,Mexico,Matamoros
MID,Licenciado Manuel Crescencio Rejon Int Airport,Mexico,Merida
MXL,General Rodolfo Sánchez Taboada International Airport,Mexico,Mexicali
MLM,General Francisco J. Mujica International Airport,Mexico,Morelia
MTT,Minatitlán/Coatzacoalcos National Airport,Mexico,Minatitlan
LOV,Monclova International Airport,Mexico,Monclova
MEX,Licenciado Benito Juarez International Airport,Mexico,Mexico City
MTY,General Mariano Escobedo International Airport,Mexico,Monterrey
MZT,General Rafael Buelna International Airport,Mexico,Mazatlan
NOG,Nogales International Airport,Mexico,Nogales
NLD,Quetzalcóatl International Airport,Mexico,Nuevo Laredo
OAX,Xoxocotlán International Airport,Mexico,Oaxaca
PAZ,El Tajín National Airport,Mexico,Poza Rico
PBC,Hermanos Serdán International Airport,Mexico,Puebla
,Ingeniero Juan Guillermo Villasana Airport,Mexico,Pachuca
PPE,Mar de Cortés International Airport,Mexico,Punta Penasco
PDS,Piedras Negras International Airport,Mexico,Piedras Negras
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Mexico,Uruapan
PVR,Licenciado Gustavo Díaz Ordaz International Airport,Mexico,Puerto Vallarta
PXM,Puerto Escondido International Airport,Mexico,Puerto Escondido
QRO,Querétaro Intercontinental Airport,Mexico,Queretaro
REX,General Lucio Blanco International Airport,Mexico,Reynosa
SJD,Los Cabos International Airport,Mexico,San Jose Del Cabo
SFH,San Felipe International Airport,Mexico,San Filipe
SLP,Ponciano Arriaga International Airport,Mexico,San Luis Potosi
,Tlaxcala Airport,Mexico,Tlaxcala
,Terán Air Base,Mexico,Tuxtla Gutierrez
TRC,Francisco Sarabia International Airport,Mexico,Torreon
TGZ,Angel Albino Corzo International Airport,Mexico,Tuxtla Gutierrez
TIJ,General Abelardo L. Rodríguez International Airport,Mexico,Tijuana
TAM,General Francisco Javier Mina International Airport,Mexico,Tampico
TSL,Tamuin Airport,Mexico,Tamuin
TLC,Licenciado Adolfo Lopez Mateos International Airport,Mexico,Toluca
TAP,Tapachula International Airport,Mexico,Tapachula
CUN,Cancún International Airport,Mexico,Cancun
VSA,Carlos Rovirosa Pérez International Airport,Mexico,Villahermosa
VER,General Heriberto Jara International Airport,Mexico,Vera Cruz
ZCL,General Leobardo C. Ruiz International Airport,Mexico,Zacatecas
ZIH,Ixtapa Zihuatanejo International Airport,Mexico,Zihuatanejo
ZMM,Zamora Airport,Mexico,Zamora
ZLO,Playa De Oro International Airport,Mexico,Manzanillo
,Zapopan Airport,Mexico,Zapopan
BEF,Bluefields Airport,Nicaragua,Bluefields
,Los Brasiles Airport,Nicaragua,Los Brasiles
,Leon (Fanor Urroz) Airport,Nicaragua,Leon
MGA,Augusto C. Sandino (Managua) International Airport,Nicaragua,Managua
PUZ,Puerto Cabezas Airport,Nicaragua,Puerto Cabezas
BOC,Bocas Del Toro International Airport,Panama,Bocas Del Toro
CHX,Cap Manuel Niño International Airport,Panama,Changuinola
DAV,Enrique Malek International Airport,Panama,David
BLB,Panama Pacific International Airport,Panama,Howard
PAC,Marcos A. Gelabert International Airport,Panama,Panama
SYP,Ruben Cantu Airport,Panama,Santiago
PTY,Tocumen International Airport,Panama,Panama City
BAI,Buenos Aires Airport,Costa Rica,Buenos Aires
OTR,Coto 47 Airport,Costa Rica,Coto 47
JAP,Chacarita Airport,Costa Rica,Chacarita
,El Carmen de Siquirres Airport,Costa Rica,El Carmen
,Finca 10 / Nuevo Palmar Sur Airport,Costa Rica,Finca 10
GLF,Golfito Airport,Costa Rica,Golfito
GPL,Guapiles Airport,Costa Rica,Guapiles
LIR,Daniel Oduber Quiros International Airport,Costa Rica,Liberia
LSL,Los Chiles Airport,Costa Rica,Los Chiles
LIO,Limon International Airport,Costa Rica,Limon
NOB,Nosara Airport,Costa Rica,Nosara Beach
SJO,Juan Santamaria International Airport,Costa Rica,San Jose
,Pandora Airport,Costa Rica,Pandora
PMZ,Palmar Sur Airport,Costa Rica,Palmar Sur
XQP,Quepos Managua Airport,Costa Rica,Quepos
,Santa Clara De Guapiles Airport,Costa Rica,Santa Clara
TOO,San Vito De Java Airport,Costa Rica,San Vito De Jaba
SAL,Monseñor Óscar Arnulfo Romero International Airport,El Salvador,San Salvador
,Ilopango International Airport,El Salvador,San Salvador
CYA,Les Cayes Airport,Haiti,Cayes
CAP,Cap Haitien International Airport,Haiti,Cap Haitien
JAK,Jacmel Airport,Haiti,Jacmel
PAP,Toussaint Louverture International Airport,Haiti,Port-au-prince
BCA,Gustavo Rizo Airport,Cuba,Baracoa Playa
BYM,Carlos Manuel de Cespedes Airport,Cuba,Bayamo
AVI,Maximo Gomez Airport,Cuba,Ciego De Avila
CCC,Jardines Del Rey Airport,Cuba,Cunagua
CFG,Jaime Gonzalez Airport,Cuba,Cienfuegos
CYO,Vilo Acuña International Airport,Cuba,Cayo Largo del Sur
CMW,Ignacio Agramonte International Airport,Cuba,Camaguey
SCU,Antonio Maceo International Airport,Cuba,Santiago De Cuba
,Florida Airport,Cuba,Florida
NBW,Leeward Point Field,Cuba,Guantanamo
GAO,Mariana Grajales Airport,Cuba,Guantanamo
HAV,José Martí International Airport,Cuba,Havana
HOG,Frank Pais International Airport,Cuba,Holguin
LCL,La Coloma Airport,Cuba,La Coloma
MOA,Orestes Acosta Airport,Cuba,Moa
MZO,Sierra Maestra Airport,Cuba,Manzanillo
GER,Rafael Cabrera Airport,Cuba,Nueva Gerona
UPB,Playa Baracoa Airport,Cuba,Baracoa Playa
QPD,Pinar Del Rio Airport,Cuba,Pinar Del Rio Norte
,San Antonio De Los Banos Airport,Cuba,San Antonio De Banos
SNU,Abel Santamaria Airport,Cuba,Santa Clara
,Joaquín de Agüero Airport,Cuba,Santa Lucia
SZJ,Siguanea Airport,Cuba,Siguanea
USS,Sancti Spiritus Airport,Cuba,Sancti Spiritus
VRA,Juan Gualberto Gomez International Airport,Cuba,Varadero
VTU,Hermanos Ameijeiras Airport,Cuba,Las Tunas
CYB,Gerrard Smith International Airport,Cayman Islands,Cayman Brac
GCM,Owen Roberts International Airport,Cayman Islands,Georgetown
MAY,Clarence A. Bain Airport,Bahamas,Clarence Bain
ASD,Andros Town Airport,Bahamas,Andros Town
MHH,Leonard M Thompson International Airport,Bahamas,Marsh Harbor
SAQ,San Andros Airport,Bahamas,San Andros
AXP,Spring Point Airport,Bahamas,Spring Point
,Sandy Point Airport,Bahamas,Sandy Point
TCB,Treasure Cay Airport,Bahamas,Treasure Cay
CCZ,Chub Cay Airport,Bahamas,Chub Cay
GHC,Great Harbour Cay Airport,Bahamas,Bullocks Harbour
BIM,South Bimini Airport,Bahamas,Alice Town
GGT,Exuma International Airport,Bahamas,Great Exuma
,George Town Airport,Bahamas,George Town
ELH,North Eleuthera Airport,Bahamas,North Eleuthera
GHB,Governor's Harbour Airport,Bahamas,Governor's Harbor
NMC,Normans Cay Airport,Bahamas,Norman's Cay
RSD,Rock Sound Airport,Bahamas,Rock Sound
TYM,Staniel Cay Airport,Bahamas,Staniel Cay
FPO,Grand Bahama International Airport,Bahamas,Freeport
IGA,Inagua Airport,Bahamas,Matthew Town
LGI,Deadman's Cay Airport,Bahamas,Dead Man's Cay
SML,Stella Maris Airport,Bahamas,Stella Maris
MYG,Mayaguana Airport,Bahamas,Mayaguana
NAS,Lynden Pindling International Airport,Bahamas,Nassau
DCT,Duncan Town Airport,Bahamas,Duncan Town
RCY,Rum Cay Airport,Bahamas,Port Nelson
ZSA,San Salvador Airport,Bahamas,Cockburn Town
BZE,Philip S. W. Goldson International Airport,Belize,Belize City
AIT,Aitutaki Airport,Cook Islands,Aitutaki
RAR,Rarotonga International Airport,Cook Islands,Avarua
NAN,Nadi International Airport,Fiji,Nandi
SUV,Nausori International Airport,Fiji,Nausori
TBU,Fua'amotu International Airport,Tonga,Tongatapu
VAV,Vava'u International Airport,Tonga,Vava'u
TRW,Bonriki International Airport,Kiribati,Tarawa
TBF,Tabiteuea North Airport,Kiribati,Tabiteuea North
WLS,Hihifo Airport,Wallis and Futuna,Wallis
APW,Faleolo International Airport,Samoa,Faleolo
PPG,Pago Pago International Airport,American Samoa,Pago Pago
RUR,Rurutu Airport,French Polynesia,Rurutu
TUB,Tubuai Airport,French Polynesia,Tubuai
AAA,Anaa Airport,French Polynesia,Anaa
FGU,Fangatau Airport,French Polynesia,Fangatau
TIH,Tikehau Airport,French Polynesia,Tikehau
REA,Reao Airport,French Polynesia,Reao
FAV,Fakarava Airport,French Polynesia,Fakarava
XMH,Manihi Airport,French Polynesia,Manihi
GMR,Totegegie Airport,French Polynesia,Totegegie
KKR,Kaukura Airport,French Polynesia,Kaukura Atoll
MKP,Makemo Airport,French Polynesia,Makemo
PKP,Puka Puka Airport,French Polynesia,Puka Puka
TKP,Takapoto Airport,French Polynesia,Takapoto
AXR,Arutua Airport,French Polynesia,Arutua
MVT,Mataiva Airport,French Polynesia,Mataiva
TKX,Takaroa Airport,French Polynesia,Takaroa
NHV,Nuku Hiva Airport,French Polynesia,Nuku Hiva
BOB,Bora Bora Airport,French Polynesia,Bora Bora
RGI,Rangiroa Airport,French Polynesia,Rangiroa
HUH,Huahine-Fare Airport,French Polynesia,Huahine Island
MOZ,Moorea Airport,French Polynesia,Moorea
HOI,Hao Airport,French Polynesia,Hao Island
MAU,Maupiti Airport,French Polynesia,Maupiti
RFP,Raiatea Airport,French Polynesia,Raiatea Island
VLI,Bauerfield International Airport,Vanuatu,Port-vila
KNQ,Koné Airport,New Caledonia,Kone
KOC,Koumac Airport,New Caledonia,Koumac
LIF,Lifou Airport,New Caledonia,Lifou
GEA,Nouméa Magenta Airport,New Caledonia,Noumea
MEE,Maré Airport,New Caledonia,Mare
TOU,Touho Airport,New Caledonia,Touho
UVE,Ouvéa Airport,New Caledonia,Ouvea
NOU,La Tontouta International Airport,New Caledonia,Noumea
AKL,Auckland International Airport,New Zealand,Auckland
TUO,Taupo Airport,New Zealand,Taupo
AMZ,Ardmore Airport,New Zealand,Ardmore
CHC,Christchurch International Airport,New Zealand,Christchurch
CHT,Chatham Islands-Tuuta Airport,New Zealand,Chatham Island
DUD,Dunedin Airport,New Zealand,Dunedin
GIS,Gisborne Airport,New Zealand,Gisborne
GTN,Glentanner Airport,New Zealand,Glentanner
HKK,Hokitika Airfield,New Zealand,Hokitika
HLZ,Hamilton International Airport,New Zealand,Hamilton
,Hastings Aerodrome,New Zealand,Hastings
KKE,Kerikeri Airport,New Zealand,Kerikeri
KAT,Kaitaia Airport,New Zealand,Kaitaia
ALR,Alexandra Airport,New Zealand,Alexandra
MON,Mount Cook Airport,New Zealand,Mount Cook
TEU,Manapouri Airport,New Zealand,Manapouri
MRO,Hood Airport,New Zealand,Masterton
NPL,New Plymouth Airport,New Zealand,New Plymouth
NSN,Nelson Airport,New Zealand,Nelson
IVC,Invercargill Airport,New Zealand,Invercargill
OHA,RNZAF Base Ohakea,New Zealand,Ohakea
OAM,Oamaru Airport,New Zealand,Oamaru
PMR,Palmerston North Airport,New Zealand,Palmerston North
PPQ,Paraparaumu Airport,New Zealand,Paraparaumu
ZQN,Queenstown International Airport,New Zealand,Queenstown International
ROT,Rotorua Regional Airport,New Zealand,Rotorua
,Waiouru Airport,New Zealand,Waiouru
,South Pole Station Airport,Antarctica,Stephen's Island
TRG,Tauranga Airport,New Zealand,Tauranga
TIU,Timaru Airport,New Zealand,Timaru
TWZ,Pukaki Airport,New Zealand,Pukaki
BHE,Woodbourne Airport,New Zealand,Woodbourne
,Williams Field,Antarctica,Weydon
WKA,Wanaka Airport,New Zealand,Wanaka
,Wigram Airport,New Zealand,Wigram
WHK,Whakatane Airport,New Zealand,Whakatane
WLG,Wellington International Airport,New Zealand,Wellington
WIR,Wairoa Airport,New Zealand,Wairoa
,RNZAF Base Auckland-Whenuapai,New Zealand,Whenuapai
WRE,Whangarei Airport,New Zealand,Whangarei
WSZ,Westport Airport,New Zealand,Westport
WAG,Wanganui Airport,New Zealand,Wanganui
HEA,Herat Airport,Afghanistan,Herat
JAA,Jalalabad Airport,Afghanistan,Jalalabad
KBL,Hamid Karzai International Airport,Afghanistan,Kabul
KDH,Kandahar Airport,Afghanistan,Kandahar
MMZ,Maimana Airport,Afghanistan,Maimama
MZR,Mazar I Sharif Airport,Afghanistan,Mazar-i-sharif
OAH,Shindand Airport,Afghanistan,Shindand
,Sheberghan Airport,Afghanistan,Sheberghan
UND,Konduz Airport,Afghanistan,Kunduz
BAH,Bahrain International Airport,Bahrain,Bahrain
,Sheik Isa Air Base,Bahrain,Bahrain
AHB,Abha Regional Airport,Saudi Arabia,Abha
HOF,Al Ahsa Airport,Saudi Arabia,Al-ahsa
ABT,Al Baha Airport,Saudi Arabia,El-baha
BHH,Bisha Airport,Saudi Arabia,Bisha
,Abqaiq Airport,Saudi Arabia,Abqaiq
DMM,King Fahd International Airport,Saudi Arabia,Dammam
DHA,King Abdulaziz Air Base,Saudi Arabia,Dhahran
GIZ,Jizan Regional Airport,Saudi Arabia,Gizan
ELQ,Gassim Airport,Saudi Arabia,Gassim
URY,Gurayat Domestic Airport,Saudi Arabia,Guriat
HAS,Ha'il Airport,Saudi Arabia,Hail
QJB,Jubail Airport,Saudi Arabia,Jubail
,King Faisal Naval Base,Saudi Arabia,Jeddah
JED,King Abdulaziz International Airport,Saudi Arabia,Jeddah
KMC,King Khaled Military City Airport,Saudi Arabia,King Khalid Mil.city
MED,Prince Mohammad Bin Abdulaziz Airport,Saudi Arabia,Madinah
EAM,Nejran Airport,Saudi Arabia,Nejran
AQI,Al Qaisumah/Hafr Al Batin Airport,Saudi Arabia,Hafr Al-batin
,Pump Station 3 Airport,Saudi Arabia,Petroline 3
,Pump Station 6 Airport,Saudi Arabia,Petroline 6
,Pump Station 10 Airport,Saudi Arabia,Petroline 10
,Rabigh Airport,Saudi Arabia,Rabigh
RAH,Rafha Domestic Airport,Saudi Arabia,Rafha
RUH,King Khaled International Airport,Saudi Arabia,Riyadh
,Ras Mishab Airport,Saudi Arabia,Rash Mishab
RAE,Arar Domestic Airport,Saudi Arabia,Arar
,Ras Tanura Airport,Saudi Arabia,Ras Tanura
SHW,Sharurah Airport,Saudi Arabia,Sharurah
SLF,Sulayel Airport,Saudi Arabia,Sulayel
TUU,Tabuk Airport,Saudi Arabia,Tabuk
TIF,Ta’if Regional Airport,Saudi Arabia,Taif
,Thumamah Airport,Saudi Arabia,Thumamah
,Ras Tanajib Airport,Saudi Arabia,Ras Tanajib
TUI,Turaif Domestic Airport,Saudi Arabia,Turaif
EJH,Al Wajh Domestic Airport,Saudi Arabia,Wejh
YNB,Prince Abdulmohsin Bin Abdulaziz Airport,Saudi Arabia,Yenbo
ABD,Abadan Airport,Iran,Abadan
DEF,Dezful Airport,Iran,Dezful
AKW,Aghajari Airport,Iran,Aghajari
GCH,Gachsaran Airport,Iran,Gachsaran
,Shahid Asyaee Airport,Iran,Masjed Soleiman
OMI,Omidiyeh Airport,Iran,Omidyeh
MRX,Mahshahr Airport,Iran,Bandar Mahshahr
AWZ,Ahwaz Airport,Iran,Ahwaz
AEU,Abu Musa Island Airport,Iran,Abumusa I.
BUZ,Bushehr Airport,Iran,Bushehr
,Bastak Airport,Iran,Bastak
,Asaloyeh Airport,Iran,Golbandi
KIH,Kish International Airport,Iran,Kish Island
BDH,Bandar Lengeh Airport,Iran,Bandar Lengeh
KHK,Khark Island Airport,Iran,Khark Island
SXI,Sirri Island Airport,Iran,Siri Island
LVP,Lavan Island Airport,Iran,Lavan Island
KSH,Shahid Ashrafi Esfahani Airport,Iran,Bakhtaran
SDG,Sanandaj Airport,Iran,Sanandaj
IFH,Hesa Airport,Iran,Daran
,Shahid Vatan Pour Air Base,Iran,Esfahan
KKS,Kashan Airport,Iran,Kashan
IFN,Esfahan Shahid Beheshti International Airport,Iran,Esfahan
,Badr Air Base,Iran,Sepah
RAS,Sardar-e-Jangal Airport,Iran,Rasht
AJK,Arak Airport,Iran,Arak
,Ghazvin Azadi Airport,Iran,Abe-ali
,Kushke Nosrat Airport,Iran,Kushke Nosrat
,Doshan Tappeh Air Base,Iran,Teheran
,Ghale Morghi Airport,Iran,Teheran
THR,Mehrabad International Airport,Iran,Teheran
GZW,Qazvin Airport,Iran,Ghazvin
,Naja Airport,Iran,Khoram Dareh
BND,Bandar Abbas International Airport,Iran,Bandar Abbas
JYR,Jiroft Airport,Iran,Jiroft
KER,Kerman Airport,Iran,Kerman
HDR,Havadarya Airport,Iran,Bandar Abbas
,Dayrestan Airport,Iran,Gheshm I.
SYJ,Sirjan Airport,Iran,Sirjan
XBJ,Birjand Airport,Iran,Birjand
CKT,Sarakhs Airport,Iran,Sarakhs
RUD,Shahroud Airport,Iran,Emam Shahr
TCX,Tabas Airport,Iran,Tabas
KLM,Kalaleh Airport,Iran,Kalaleh
RZR,Ramsar Airport,Iran,Ramsar
FAZ,Fasa Airport,Iran,Fasa
JAR,Jahrom Airport,Iran,Jahrom
LFM,Lamerd Airport,Iran,Lamerd
SYZ,Shiraz Shahid Dastghaib International Airport,Iran,Shiraz
KHY,Khoy Airport,Iran,Khoy
TBZ,Tabriz International Airport,Iran,Tabriz
JWN,Zanjan Airport,Iran,Zanjan
AZD,Shahid Sadooghi Airport,Iran,Yazd
ACZ,Zabol Airport,Iran,Zabol
ZBR,Konarak Airport,Iran,Chah Bahar
ZAH,Zahedan International Airport,Iran,Zahedan
IHR,Iran Shahr Airport,Iran,Iran Shahr
,Saravan Airport,Iran,Saravan
AMM,Queen Alia International Airport,Jordan,Amman
ADJ,Amman-Marka International Airport,Jordan,Amman
AQJ,Aqaba King Hussein International Airport,Jordan,Aqaba
,Prince Hassan Air Base,Jordan,Hotel Four
,Jerusalem Airport,West Bank,Jerusalem
OMF,King Hussein Air College,Jordan,Mafraq
KWI,Kuwait International Airport,Kuwait,Kuwait
BEY,Beirut Rafic Hariri International Airport,Lebanon,Beirut
KYE,Rene Mouawad Air Base,Lebanon,Kleiat
AUH,Abu Dhabi International Airport,United Arab Emirates,Abu Dhabi
AZI,Bateen Airport,United Arab Emirates,Abu Dhabi
,Al Hamra Aux Airport,United Arab Emirates,Al Hamra
,Jebel Dhana Airport,United Arab Emirates,Jebel Dhana
DHF,Al Dhafra Air Base,United Arab Emirates,Abu Dhabi
,Arzanah Airport,United Arab Emirates,Arzana
,Das Island Airport,United Arab Emirates,Das Island
,Zirku Airport,United Arab Emirates,Zirku
DXB,Dubai International Airport,United Arab Emirates,Dubai
FJR,Fujairah International Airport,United Arab Emirates,Fujeirah
RKT,Ras Al Khaimah International Airport,United Arab Emirates,Ras Al Khaimah
SHJ,Sharjah International Airport,United Arab Emirates,Sharjah
KHS,Khasab Air Base,Oman,Khasab
MSH,Masirah Air Base,Oman,Masirah
MCT,Muscat International Airport,Oman,Muscat
SLL,Salalah Airport,Oman,Salalah
TTH,Thumrait Air Base,Oman,Thumrait
BHW,Bhagatanwala Airport,Pakistan,Bhagtanwala
LYP,Faisalabad International Airport,Pakistan,Faisalabad
GWD,Gwadar International Airport,Pakistan,Gwadar
GIL,Gilgit Airport,Pakistan,Gilgit
JAG,Shahbaz Air Base,Pakistan,Jacobsbad
KHI,Jinnah International Airport,Pakistan,Karachi
LHE,Alama Iqbal International Airport,Pakistan,Lahore
,Walton Airport,Pakistan,Lahore
XJM,Mangla Airport,Pakistan,Mangla
MFG,Muzaffarabad Airport,Pakistan,Muzaffarabad
MWD,Mianwali Air Base,Pakistan,Mianwali
MJD,Moenjodaro Airport,Pakistan,Moenjodaro
,Masroor Air Base,Pakistan,Karachi
MUX,Multan International Airport,Pakistan,Multan
WNS,Shaheed Benazirabad Airport,Pakistan,Nawabshah
,Okara Cantonment Airstrip,Pakistan,Okara
PJG,Panjgur Airport,Pakistan,Panjgur
PSI,Pasni Airport,Pakistan,Pasni
PEW,Peshawar International Airport,Pakistan,Peshawar
,Qasim Airport,Pakistan,Qasim
UET,Quetta International Airport,Pakistan,Quetta
RYK,Shaikh Zaid Airport,Pakistan,Rahim Yar Khan
,Benazir Bhutto International Airport,Pakistan,Islamabad
,Risalpur Air Base,Pakistan,Risalpur
RAZ,Rawalakot Airport,Pakistan,Rawala Kot
SKZ,Sukkur Airport,Pakistan,Sukkur
SDT,Saidu Sharif Airport,Pakistan,Saidu Sharif
SUL,Sui Airport,Pakistan,Sui
BDN,Talhar Airport,Pakistan,Talhar
WAF,Wana Airport,Pakistan,Wana
PZH,Zhob Airport,Pakistan,Zhob
BSR,Basrah International Airport,Iraq,Basrah
ALP,Aleppo International Airport,Syria,Aleppo
DAM,Damascus International Airport,Syria,Damascus
DEZ,Deir ez-Zor Air Base,Syria,Deire Zor
LTK,Bassel Al-Assad International Airport,Syria,Latakia
PMS,Palmyra Airport,Syria,Palmyra
DIA,Doha International Airport,Qatar,Doha
CIS,Canton Island Airport,Kiribati,Canton Island
ROP,Rota International Airport,Northern Mariana Islands,Rota
SPN,Saipan International Airport,Northern Mariana Islands,Saipan
UAM,Andersen Air Force Base,Guam,Andersen
GUM,Antonio B. Won Pat International Airport,Guam,Agana
TIQ,Tinian International Airport,Northern Mariana Islands,West Tinian
MAJ,Marshall Islands International Airport,Marshall Islands,Majuro
,Dyess Army Air Field,Marshall Islands,Kwajalein
KWA,Bucholz Army Air Field,Marshall Islands,Kwajalein
CXI,Cassidy International Airport,Kiribati,Kiritimati
MDY,Henderson Field,Midway Islands,Midway
TKK,Chuuk International Airport,Micronesia,Chuuk
PNI,Pohnpei International Airport,Micronesia,Pohnpei
ROR,Babelthuap Airport,Palau,Babelthuap
KSA,Kosrae International Airport,Micronesia,Kosrae
YAP,Yap International Airport,Micronesia,Yap
KNH,Kinmen Airport,Taiwan,Kinmen
,Pingtung South Airport,Taiwan,Pingtung
,Longtan Air Base,Taiwan,Longtang
TTT,Taitung Airport,Taiwan,Fengnin
GNI,Lyudao Airport,Taiwan,Green Island
KHH,Kaohsiung International Airport,Taiwan,Kaohsiung
CYI,Chiayi Airport,Taiwan,Chiayi
KYD,Lanyu Airport,Taiwan,Lanyu
RMQ,Taichung Ching Chuang Kang Airport,Taiwan,Taichung
TNN,Tainan Airport,Taiwan,Tainan
HSZ,Hsinchu Air Base,Taiwan,Hsinchu
MZG,Makung Airport,Taiwan,Makung
,Chihhang Air Base,Taiwan,Taitung
PIF,Pingtung North Airport,Taiwan,Pingtung
TSA,Taipei Songshan Airport,Taiwan,Taipei
TPE,Taiwan Taoyuan International Airport,Taiwan,Taipei
WOT,Wang-an Airport,Taiwan,Wang An
HUN,Hualien Airport,Taiwan,Hualien
NRT,Narita International Airport,Japan,Tokyo
MMJ,Matsumoto Airport,Japan,Matsumoto
IBR,Hyakuri Airport,Japan,Ibaraki
MUS,Minami Torishima Airport,Japan,Minami Tori Shima
IWO,Iwo Jima Airport,Japan,Iwojima
SHM,Nanki Shirahama Airport,Japan,Nanki-shirahama
,Kohnan Airport,Japan,Kohnan
OBO,Tokachi-Obihiro Airport,Japan,Obihiro
CTS,New Chitose Airport,Japan,Sapporo
HKD,Hakodate Airport,Japan,Hakodate
,Chitose Air Base,Japan,Chitose
MMB,Memanbetsu Airport,Japan,Memanbetsu
SHB,Nakashibetsu Airport,Japan,Nakashibetsu
,Tokachi Airport,Japan,Tokachi
WKJ,Wakkanai Airport,Japan,Wakkanai
IKI,Iki Airport,Japan,Iki
UBJ,Yamaguchi Ube Airport,Japan,Yamaguchi
TSJ,Tsushima Airport,Japan,Tsushima
MBE,Monbetsu Airport,Japan,Monbetsu
AKJ,Asahikawa Airport,Japan,Asahikawa
OIR,Okushiri Airport,Japan,Okushiri
RIS,Rishiri Airport,Japan,Rishiri Island
,Ashiya Airport,Japan,Ashiya
KUM,Yakushima Airport,Japan,Yakushima
FUJ,Fukue Airport,Japan,Fukue
FUK,Fukuoka Airport,Japan,Fukuoka
TNE,New Tanegashima Airport,Japan,Tanegashima
KOJ,Kagoshima Airport,Japan,Kagoshima
KMI,Miyazaki Airport,Japan,Miyazaki
,Nyutabaru Airport,Japan,Nyutabaru
OIT,Oita Airport,Japan,Oita
KKJ,Kitakyūshū Airport,Japan,Kitakyushu
KMJ,Kumamoto Airport,Japan,Kumamoto
NGS,Nagasaki Airport,Japan,Nagasaki
,Kanoya Airport,Japan,Kanoya
,Tsuiki Air Field,Japan,Tsuiki
ASJ,Amami Airport,Japan,Amami
OKE,Okierabu Airport,Japan,Okierabu
TKN,Tokunoshima Airport,Japan,Tokunoshima
FKJ,Fukui Airport,Japan,Fukui
QGU,Gifu Airport,Japan,Gifu
,Hamamatsu Airport,Japan,Hamamatsu
KMQ,Komatsu Airport,Japan,Kanazawa
OKI,Oki Airport,Japan,Oki Island
TOY,Toyama Airport,Japan,Toyama
,Shizuhama Airport,Japan,Yaizu
HIJ,Hiroshima Airport,Japan,Hiroshima
OKJ,Okayama Airport,Japan,Okayama
IZO,Izumo Airport,Japan,Izumo
,Hofu Airport,Japan,Hofu
YGJ,Miho Yonago Airport,Japan,Miho
KCZ,Kōchi Ryōma Airport,Japan,Kochi
MYJ,Matsuyama Airport,Japan,Matsuyama
ITM,Osaka International Airport,Japan,Osaka
TTJ,Tottori Airport,Japan,Tottori
TKS,Tokushima Airport/JMSDF Air Base,Japan,Tokushima
TAK,Takamatsu Airport,Japan,Takamatsu
,Yao Airport,Japan,Osaka
,Ozuki Airport,Japan,Ozuki
AOJ,Aomori Airport,Japan,Aomori
GAJ,Yamagata Airport,Japan,Yamagata
SDS,Sado Airport,Japan,Sado
HHE,Hachinohe Airport,Japan,Hachinoe
HNA,Hanamaki Airport,Japan,Hanamaki
AXT,Akita Airport,Japan,Akita
MSJ,Misawa Air Base,Japan,Misawa
SDJ,Sendai Airport,Japan,Sendai
,Matsushima Air Base,Japan,Matsushima
NJA,Atsugi Naval Air Facility,Japan,Atsugi
,Tateyama Airport,Japan,Tateyama
HAC,Hachijojima Airport,Japan,Hachijojima
,Iruma Air Base,Japan,Iruma
,Kisarazu Airport,Japan,Kisarazu
,Shimofusa Airport,Japan,Shimofusa
OIM,Oshima Airport,Japan,Oshima
,Kastner Army Heliport,Japan,Zama
HND,Tokyo Haneda International Airport,Japan,Tokyo
OKO,Yokota Air Base,Japan,Yokota
KWJ,Gwangju Airport,South Korea,Kwangju
CHN,Jeon Ju Airport (G-703),South Korea,Jhunju
RSU,Yeosu Airport,South Korea,Yeosu
,Sokcho Airport,South Korea,Sokch'o
KAG,Gangneung Airport (K-18),South Korea,Kangnung
CJU,Jeju International Airport,South Korea,Cheju
CHF,Jinhae Airbase/Airport (G-813/K-10),South Korea,Chinhae
PUS,Gimhae International Airport,South Korea,Busan
USN,Ulsan Airport,South Korea,Ulsan
,A 511 Airport,South Korea,Pyongtaek
SSN,Seoul Air Base (K-16),South Korea,Seoul East
OSN,Osan Air Base,South Korea,Osan
